Company Name,Domain Name,SwitchPitch Link,Hubspot Link,Track,Website,Short Description,Description,Stage,Total Raised,Founded,Revenue Range,Employees,Min Employees,Max Employees,City,State/Region,Country,Continent,Categories,LinkedIn,Twitter,Facebook,Features,Clients,Investors,Last Funding Date,Highlights
Jua,jua.ai,https://app.switchpitch.com/startups/542690,https://app.hubspot.com/contacts/20173538/company/31766175901,CleanTech,https://jua.ai,Jua provides AI-driven weather forecasting tools for energy trading and analysis.,"Jua offers AI-based solutions for the early detection of significant weather events, focusing on enhancing weather forecasting accuracy for energy trading. The platform provides tools for historical weather analysis and real-time monitoring, catering specifically to the needs of energy traders and developers. Jua is committed to developing a universal physics simulator to deepen the understanding of weather dynamics and their impact on human activities. By leveraging advanced technology, Jua enables its clients to make informed decisions based on accurate weather data, ultimately supporting efficient energy management and trading strategies.",Series A,32929552,2022,$1M to $10M,11 - 50,11,50,Zürich,Zurich,Switzerland,Europe,"Artificial Intelligence, Developer Platform, Information Technology, Internet, Machine Learning",https://www.linkedin.com/company/juaai,,,"- AI-powered weather model
- High-precision forecasts on a 1 km2 spatial resolution
- Five-minute temporal resolution
- Helps in planning outdoor events
- Informed decisions about energy procurement and pricing
- Optimization in agriculture and renewable energy industries
- Global weather model for energy companies
- Consolidates multiple forecasts and data sources
- Early detection of relevant weather events
- High-frequency temporal resolution for up to 12x more frequent forecasts
- Investors secured $16 million for development of AI Large Physics Model",,"Notion Capital, Promus Ventures, 468 Capital, Ananda Impact Ventures, Flixfounders, Future Energy Ventures, Green Generation Fund, InnoSuisse, Kadmos Capital, Mehdi Ghissassi, Session.vc, Siraj Khaliq, Virtus Resources Partners",06/04/2025,"AI-powered weather model
High-precision forecasts on a 1 km2 spatial resolution
Five-minute temporal resolution
Helps in planning outdoor events
Informed decisions about energy procurement and pricing
Optimization in agriculture and renewable energy industries
Global weather model for energy companies
Consolidates multiple forecasts and data sources
Early detection of relevant weather events
High-frequency temporal resolution for up to 12x more frequent forecasts
Investors secured $16 million for development of AI Large Physics Model"
Enode,enode.com,https://app.switchpitch.com/startups/630831,https://app.hubspot.com/contacts/20173538/company/30349527071,CleanTech,http://www.enode.com,Enode is accelerating the transition to a sustainable energy system by connecting and optimizing the world’s energy devices.,"Enode is accelerating the transition to a sustainable energy system by connecting and optimizing the world’s energy devices. 

Enode’s APIs enable companies to instantly connect users’ energy devices — including EVs, solar inverters, home batteries and thermostats — to their app. With a few lines of code, Enode saves businesses months of integration and ongoing maintenance, cutting the cost and complexity out of building energy management apps.",Series A,17200000,2020,,11 - 50,11,50,Oslo,,Norway,Europe,"Developer APIs, Information Services, Information Technology",https://www.linkedin.com/company/enode-io,,,"- All-in-one EV API supporting 30 brands and 300 models
- Statistics for trip and charging
- Location tracking
- State of charge information
- Public charging & route planning
- Real-time access to EV battery State of Charge and capacity
- Optimal route generation
- Wide range of EV data and commands
- Customized EV charging schedule
- Smart charging capabilities
- Integration with NIBE Energy Systems for energy device connectivity
- Home energy management support
- Control and optimization of energy devices
- Energy consumption insights
- Participation in demand response programs
- Optimization of energy consumption for cost savings and carbon footprint reduction","AICPA, BCG, Carge, E-ON, Elton, EPEX, Fjordkraft, Fronius, Greenely, Kaluza, Monta, Northe, NTNU, Ostrom, OVOenergy, Powerley, Statkraft, TotalEnergies, VOOL, Zap-Map","BoxGroup, Creandum, Liquid 2 Ventures, Y Combinator, Alliance Venture, Andreas Lundgren, Andrew Lundsten, Gustaf Alstromer, Jason Jacobs, Lowercarbon Capital, Matt Cohler, MCJ Collective, Skyfall Ventures",11/02/2022,"All-in-one EV API supporting 30 brands and 300 models
Statistics for trip and charging
Location tracking
State of charge information
Public charging &amp; route planning
Real-time access to EV battery State of Charge and capacity
Optimal route generation
Wide range of EV data and commands
Customized EV charging schedule
Smart charging capabilities
Integration with NIBE Energy Systems for energy device connectivity
Home energy management support
Control and optimization of energy devices
Energy consumption insights
Participation in demand response programs
Optimization of energy consumption for cost savings and carbon footprint reduction"
Fuuse,fuuse.io,https://app.switchpitch.com/startups/530948,https://app.hubspot.com/contacts/20173538/company/31767399719,CleanTech,http://fuuse.io,Fuuse helps to make EV transition easy and smooth to encourage more businesses to go electric.,Fuuse helps to make EV transition easy and smooth to encourage more businesses to go electric.,Series A,13696114,2020,$10M to $50M,51 - 100,51,100,Lancaster,Lancashire,United Kingdom,Europe,"Charging Infrastructure, Electric Vehicle, Energy Management, Software",https://www.linkedin.com/company/fuuseev/,https://twitter.com/Fuuseio,,"- Fuuse Driver App features:
  - Easy session starting
  - Clear charging rates
  - Saved payment details
  - Real-time session tracking
  - Charging session insights
  - Discovering nearby chargers
  - Accidental end control
  - Direct issue reporting

- Fuuse platform features:
  - Charge point management
  - Compatible with OCPP hardware
  - Access controls
  - Revenue generation
  - Availability management
  - Remote maintenance tools
  - Energy usage optimization
  - Tailored for various settings
  - FuuseCore for managing chargers from multiple vendors
  - Comprehensive reporting
  - Ultimate flexibility with access controls

- Fuuse Maintenance features:
  - Network health monitoring
  - Automated fault reporting
  - Charger health logs
  - Troubleshooting tools

- Fuuse Billing features:
  - Secure PCI compliant solution
  - Collects payments directly from drivers
  - Manages tariffs and subscriptions
  - Full financial reporting","Castlemartyr, CBRE, Charge My Street, Delta EMEA, Devitech, East Lothian Council, eEnergy Plc, EV Charger Installers and Operators, MJ Quinn, Sevadis, Suez Waste Management & Recycling","Advanced Propulsion Centre UK, Kevin Beales, Par Equity, UK Department for Transport, YFM Equity Partners",06/05/2024,"Fuuse Driver App features:

Easy session starting
Clear charging rates
Saved payment details
Real-time session tracking
Charging session insights
Discovering nearby chargers
Accidental end control
Direct issue reporting



Fuuse platform features:

Charge point management
Compatible with OCPP hardware
Access controls
Revenue generation
Availability management
Remote maintenance tools
Energy usage optimization
Tailored for various settings
FuuseCore for managing chargers from multiple vendors
Comprehensive reporting
Ultimate flexibility with access controls



Fuuse Maintenance features:

Network health monitoring
Automated fault reporting
Charger health logs
Troubleshooting tools



Fuuse Billing features:

Secure PCI compliant solution
Collects payments directly from drivers
Manages tariffs and subscriptions
Full financial reporting"
EnerClock,enerclock.com,https://app.switchpitch.com/startups/656954,https://app.hubspot.com/contacts/20173538/company/30357078818,CleanTech,https://enerclock.com,"Energy Management, IoT, Artificial Intelligence","EnerClock is at the forefront of the energy management revolution, providing cutting-edge digital solutions that empower users to optimize their energy usage and contribute to a sustainable future. EnerClock is a central component of this vision, offering a customizable interface that integrates seamlessly with various energy assets, including solar panels, EV chargers, and smart meters.
Designed for flexibility and convenience, EnerClock allows users to monitor and control their energy consumption in real time. By providing insights into energy flows, costs, and emission reductions, the platform enables users to make informed decisions to enhance energy efficiency and reduce operational costs. EnerClock also features advanced functionalities such as load prioritization and remote diagnostics, ensuring that users can maintain optimal energy management without the help of onsite technicians.

EnerClock’s platform is built on the XENON framework, which connects distributed energy resources into a cohesive system. This integration supports various use cases, from home energy management to large-scale virtual power plants, making EnerClock a versatile solution for both residential and commercial users. The platform is fully customizable, allowing businesses to incorporate their branding and tailor the interface to their specific needs.

With robust security features, including two-factor authentication and over-the-air updates, EnerClock ensures that user data is protected while maintaining the latest software capabilities. The company’s commitment to innovation and sustainability makes EnerClock a leader in the energy management sector, driving the transition to a decentralized and sustainable future.",Seed,4693527,2019,,11 - 50,11,50,Milano,Lombardia,Italy,Europe,,,,,"There is no available information about a company named ""EnerClock"" or any entity operating under the domain 'enerclock.com' in the provided sources or through a general search. If you have any other questions or need information on a different topic, feel free to ask.","IBC, Viessmann","Battery Ventures, CDP Venture Capital, Britt Rodriguez, Energy Impact Partners, Luca Ascani, World AI Venture Capital",08/12/2024,"There is no available information about a company named &quot;EnerClock&quot; or any entity operating under the domain 'enerclock.com' in the provided sources or through a general search. If you have any other questions or need information on a different topic, feel free to ask."
Pledge,pledge.io,https://app.switchpitch.com/startups/330233,https://app.hubspot.com/contacts/20173538/company/31724151957,CleanTech,http://pledge.io,Pledge empowers logistics and supply chain leaders to reach their sustainability goals through its accredited and integrated software.,"Pledge empowers logistics and supply chain leaders to reach their sustainability goals through its accredited and integrated software. With a focus on accessibility and transparency, Pledge allows users to start measuring, reducing and removing their carbon emissions in minutes with its self-serve product, giving customers the confidence they need to take credible and impactful climate action in logistics supply chains. Pledge is accredited by the Smart Freight Centre (SFC) for its adherence to the Global Logistics Emissions Council (GLEC) framework and is ISO 14083 compliant.

Pledge was founded in 2021 by early employees of Revolut and the co-founder of Freetrade.",Series A,14487690,2021,$1M to $10M,11 - 50,11,50,London,England,United Kingdom,Europe,"Information Technology, Logistics, Software",https://www.linkedin.com/company/pledge-app,https://twitter.com/pledge_app,,"- Accredited tools for supply chain leaders and freight forwarders
- Self-serve product for measuring, reducing, and removing carbon emissions
- Impact Links feature for freight forwarders to offer customers carbon offsetting options","Cargo Overseas, CEVA, Coca-Cola, DB Schenker, Deloitte, Hubtic, Log-hub, Unilever","ACE & Company, Base Partners, Breyer Capital, Dirk Reich, Lowercarbon Capital, Visionaries Club, Yousif Al-Dujaili, Zinal Growth",05/16/2023,"Accredited tools for supply chain leaders and freight forwarders
Self-serve product for measuring, reducing, and removing carbon emissions
Impact Links feature for freight forwarders to offer customers carbon offsetting options"
Breathe,breathebatteries.com,https://app.switchpitch.com/startups/635683,https://app.hubspot.com/contacts/20173538/company/31724303289,CleanTech,http://breathebatteries.com,Breathe Battery Technologies is a developer of electric vehicle battery charging control software for automotive manufacturers.,Physics-based adaptive charging for software-defined batteries. We help the world’s leading automotive and consumer electronics brands deliver superior charging experiences. Our dream is that one day everyone will breathe clean air. That's why we make batteries better.,Series B,32994954,2019,$1M to $10M,11 - 50,11,50,London,England,United Kingdom,Europe,"Automotive, Battery, Energy Storage, Software",https://www.linkedin.com/company/breathebt,https://twitter.com/breathebt,,"1. **Physics-based battery management software**: Breathe's software is based on mathematical models that adapt to the unique, evolving health of every battery, allowing for significant improvements to battery charge times, range, and lifetime. This software can be implemented on today's battery management hardware and for today's lithium-ion cells.

2. **Faster charging and extended cycle life**: The company's software allows for faster charging without compromising safety, ensuring that products can be delivered with faster charging, greater cycle life, and zero compromise on safety.

3. **Advanced battery optimization**: Breathe Battery Technologies offers tailored solutions for battery optimization, recreating product qualification conditions in their lab to provide clear data and opportunities for improvement. This process is designed to support product vision and accelerate time to market.

4. **Adaptive control**: Breathe's software provides adaptive control, going beyond measurable quantities such as terminal voltage to control the internal electrochemical states in real-time, ensuring safe battery operation and optimal performance.

5. **Sustainability and mobility**: Breathe Battery Technologies helps deliver devices that last, providing delightful experiences for consumers who don't want to compromise on runtime, form factor, or sustainability. This focus on mobility and durability is crucial for the electric vehicle market, where safety and profit margins are paramount.

6. **Software for lithium-ion batteries**: Breathe's software can be slipped into just about any lithium-ion battery in use today, endowing it with either faster charging speeds or greater longevity. The company offers two different products, Charge and Life, which reduce charging times or improve the longevity of the battery, respectively.","Delivero, Forbes, Maddyness, OPPO, speedinvest, Spotify, VARTA","Creative Destruction Lab (CDL), Speedinvest, Adrien Cohen, Benno Jering, Kinnevik AB, Lowercarbon Capital, Paul Massara, Pete Hutton, Peter Murphy, Volvo Cars Tech Fund",05/07/2025,"Physics-based battery management software: Breathe's software is based on mathematical models that adapt to the unique, evolving health of every battery, allowing for significant improvements to battery charge times, range, and lifetime. This software can be implemented on today's battery management hardware and for today's lithium-ion cells.


Faster charging and extended cycle life: The company's software allows for faster charging without compromising safety, ensuring that products can be delivered with faster charging, greater cycle life, and zero compromise on safety.


Advanced battery optimization: Breathe Battery Technologies offers tailored solutions for battery optimization, recreating product qualification conditions in their lab to provide clear data and opportunities for improvement. This process is designed to support product vision and accelerate time to market.


Adaptive control: Breathe's software provides adaptive control, going beyond measurable quantities such as terminal voltage to control the internal electrochemical states in real-time, ensuring safe battery operation and optimal performance.


Sustainability and mobility: Breathe Battery Technologies helps deliver devices that last, providing delightful experiences for consumers who don't want to compromise on runtime, form factor, or sustainability. This focus on mobility and durability is crucial for the electric vehicle market, where safety and profit margins are paramount.


Software for lithium-ion batteries: Breathe's software can be slipped into just about any lithium-ion battery in use today, endowing it with either faster charging speeds or greater longevity. The company offers two different products, Charge and Life, which reduce charging times or improve the longevity of the battery, respectively."
Shoreline,shoreline.no,https://app.switchpitch.com/startups/250166,https://app.hubspot.com/contacts/20173538/company/31732038754,CleanTech,http://shoreline.no,The Wind SaaS Simulation and Workflow Management Platform,"We are a fast growing B2B SaaS company providing the Shoreline Platform for simulation and data analytics to optimize and improve the development and management of renewable power plants.

Shoreline’s solutions are based on internally developed simulation and optimization algorithms that streamline how operators, project developers, equipment manufacturers and service providers work to develop and construct new projects and manage existing assets.

We are an international team with six nationalities, representation in the US, Europe, and Asia, and are now adding people to both the technical and commercial team in an exciting growth phase with venture funding from the US and Norway.",Series A,11500000,2014,$10M to $50M,11 - 50,11,50,Stavanger,Rogaland,Norway,Europe,"Analytics, B2B, Enterprise Software, GreenTech, SaaS, Simulation",https://www.linkedin.com/company/shoreline-as,https://www.twitter.com/shorelineas,,"- Headlands
- Bays
- Sea arches
- Sea stacks
- Wave cut-cliffs
- Barrier islands
- Tidal deltas
- Offshore coral and algal reefs
- Mangrove trees
- Estuaries
- Mudflats
- Marshes","City of Shoreline, Escape from Tarkov Shoreline Players, Hopelink Food Program (Shoreline Location), Shoreline Self-Hosted Users, Shoreline Wind Clients","Blue Bear Capital, Alliance Venture, Ecosystem Integrity Fund, Ferd Capital, Investinor, The Ingenious Group",06/08/2022,"Headlands
Bays
Sea arches
Sea stacks
Wave cut-cliffs
Barrier islands
Tidal deltas
Offshore coral and algal reefs
Mangrove trees
Estuaries
Mudflats
Marshes"
Rock Rabbit,rockrabbit.ai,https://app.switchpitch.com/startups/624361,https://app.hubspot.com/contacts/20173538/company/31760639587,CleanTech,https://www.rockrabbit.ai,Rock Rabbit is an AI-powered energy rebate platform that makes access to home incentives more transparent and efficiently distributed.,Rock Rabbit is an AI-powered energy rebate platform that makes access to home incentives more transparent and efficiently distributed through an integrated platform and a multi-sided app.,Seed,9125000,2023,,1 - 10,1,10,Palo Alto,California,United States,North America,"Apps, Artificial Intelligence, Consumer Software, Productivity Tools",https://www.linkedin.com/company/rock-rabbit,,,"- Website domain: rockrabbit.ai
- Features information about the rock hyrax
- Provides details about the habitat, behavior, and characteristics of the rock hyrax
- Describes the different names of the rock hyrax in various languages
- Mentions the use of hyraceum in traditional medicine and perfumery","Enel, FRV-X, Google, Mitsubishi M-Lab, Mitsui","Amit Narayan, Berkeley SkyDeck, Better Ventures, Delta Clime VT (formerly Accel-VT), Kailua Ventures, Lisa Lambert, MUUS Climate Partners, Powerhouse Ventures, Richard Lowenthal, Rod Sinks, Sudhakar Kesavan, Tom Werner",11/22/2024,"Website domain: rockrabbit.ai
Features information about the rock hyrax
Provides details about the habitat, behavior, and characteristics of the rock hyrax
Describes the different names of the rock hyrax in various languages
Mentions the use of hyraceum in traditional medicine and perfumery"
Energiency,energiency.com,https://app.switchpitch.com/startups/28723,https://app.hubspot.com/contacts/20173538/company/30356867589,CleanTech,http://energiency.com,Energiency is SaaS platform to assess and manage energy performance industrial environment.,Energiency is SaaS platform to assess and manage energy performance industrial environment.,Series A,10446067,2013,$1M to $10M,11 - 50,11,50,Rennes,Bretagne,France,Europe,"Industrial Engineering, SaaS, Service Industry",https://www.linkedin.com/company/2785555,https://twitter.com/energiency,https://www.facebook.com/Energiency/,"- Energy intelligence solutions for industrial manufacturing companies
- Web and mobile media software for optimizing energy performance
- Real-time monitoring, diagnostics, and continuous action plans
- Artificial intelligence analytics tailored for manufacturing industries
- Integration of IoT devices and AI-based software
- Monitoring of energy use, quantification, setting reference levels, and real-time alerts
- Alignment with ISO 50001 standards for energy management
- Received innovation awards and raised over €4.5 million in funding
- Expanded operations into Germany and launched three products for varying energy progress levels
- Partnerships with organizations for further development and market expansion
- Improved operations through data science and AI for better energy management
- Custom notifications, dashboards, and reporting capabilities for reducing energy bills and CO2 emissions
- Vision of creating a more efficient and sustainable industry 4.0",,"50 Partners, Bpifrance, EIT Digital Accelerator, InnoEnergy, SAP.iO, BOOST Programs, Encevo, Go Capital, ISAI, West Web Valley",03/10/2020,"Energy intelligence solutions for industrial manufacturing companies
Web and mobile media software for optimizing energy performance
Real-time monitoring, diagnostics, and continuous action plans
Artificial intelligence analytics tailored for manufacturing industries
Integration of IoT devices and AI-based software
Monitoring of energy use, quantification, setting reference levels, and real-time alerts
Alignment with ISO 50001 standards for energy management
Received innovation awards and raised over €4.5 million in funding
Expanded operations into Germany and launched three products for varying energy progress levels
Partnerships with organizations for further development and market expansion
Improved operations through data science and AI for better energy management
Custom notifications, dashboards, and reporting capabilities for reducing energy bills and CO2 emissions
Vision of creating a more efficient and sustainable industry 4.0"
Veckta,veckta.com,https://app.switchpitch.com/startups/268828,https://app.hubspot.com/contacts/20173538/company/8836897407,CleanTech,http://veckta.com,"The VECKTA platform integrates the world’s most advanced energy system engineering tools with an end-to-end marketplace to bring together all the stakeholders to assess, design, supply, build, and finance your successful microgrid systems.","Vecktais the Energy Transition Market Platform. Veckta integrates the world’s most advanced energy system engineering tools with an end-to-end marketplace to integrate and accelerate the development of distributed energy systems (DES) and microgrid projects. Veckta empowers businesses and communities to quickly and easily baseline their energy situation today, customize a solution specific to their needs (cost, reliability, and/or emissions), and then seamlessly engage and contract the best equipment, services, and capital providers in the market to finance, deploy and operate it sustainably and profitably.",Seed,3300000,2019,$1M to $10M,11 - 50,11,50,San Diego,California,United States,North America,"Mechanical Engineering, Power Grid",https://www.linkedin.com/company/veckta/about/,https://twitter.com/veckta,https://www.facebook.com/Veckta-108493460857144/,"- Full turnkey microgrid design and implementation solutions
- Customized onsite microgrid systems
- Technology-agnostic solutions
- User-friendly buying experience
- Procurement and contracting services
- Cost certainty
- Sustainability focus
- Integration of advanced distributed energy system design software
- End-to-end marketplace bringing together stakeholders
- Consideration of technical, physical, financial, and contractual needs
- Industry-defining analysis tools
- Co-created by Worley and XENDEE
- Fast and easy path to deploy onsite energy systems
- Access to thousands of vetted suppliers
- Accelerated project modeling
- Pipeline worth hundreds of millions of dollars
- Avoidance of expensive energy transition processes
- Verification of business value over time","Anderson Valley Brewing Company, Coda, GE, GridSwitch, Macarthur Minerals","Launch Alaska, Worley, Cove Fund, Mobilize Climate Capital, Nomadic Venture Partners, SeedFolio, She's Independent, Tech Square Ventures, Triple Impact Capital, VoLo Earth Ventures",06/15/2025,"Full turnkey microgrid design and implementation solutions
Customized onsite microgrid systems
Technology-agnostic solutions
User-friendly buying experience
Procurement and contracting services
Cost certainty
Sustainability focus
Integration of advanced distributed energy system design software
End-to-end marketplace bringing together stakeholders
Consideration of technical, physical, financial, and contractual needs
Industry-defining analysis tools
Co-created by Worley and XENDEE
Fast and easy path to deploy onsite energy systems
Access to thousands of vetted suppliers
Accelerated project modeling
Pipeline worth hundreds of millions of dollars
Avoidance of expensive energy transition processes
Verification of business value over time"
Terbine,terbine.com,https://app.switchpitch.com/startups/32562,https://app.hubspot.com/contacts/20173538/company/8837664918,CleanTech,http://terbine.com,Terbine is here to enable and accelerate the new generation of intelligent mobility.,"With the incredible pace of AI evolution, coupled with ultra-fast low-latency communications and other upcoming advancements, Terbine intends to become the leading platform for next-generation infrastructure and an important enabler of mobile commerce.",Seed,3500000,2022,$1M to $10M,1 - 10,1,10,Las Vegas,Nevada,United States,North America,"Automotive, Big Data, Cloud Data Services, Energy Efficiency, Internet of Things, Sustainability, Transportation",https://www.linkedin.com/company/514613,https://twitter.com/terbine,https://www.facebook.com/terbine.iot.data.exchange/,"- Data processing capabilities
- Security measures
- Scalability
- Interoperability
- Reliability","Automated Vehicles Operators, City of Las Vegas, Commercial Users, Electric Vehicle Operators, Electrical Utilities, Fleet Operators, Original Equipment Manufacturers, Shared mobility businesses, Smart city planners","Alchemist Accelerator, AngelNV, FundNV",06/05/2024,"Data processing capabilities
Security measures
Scalability
Interoperability
Reliability"
Builtrix,builtrix.tech,https://app.switchpitch.com/startups/148570,https://app.hubspot.com/contacts/20173538/company/7199438488,CleanTech,http://builtrix.tech,"Energy Data Made Simple, Accessible, and Standardized","Builtrix's solution simplifies access to energy data, makes it more accessible to all players in the energy sector, and ensures that the information is presented in a standardized and easily understandable format. This empowers clients to make better energy-related decisions and work towards a greener future. Builtrix is a market leader in providing access to energy data in Portugal. We are a fast-growing provider of data-driven energy intelligence solution for energy experts, ESG consultants and facility managers. We help everyone in the energy world by offering simple, easy-to-understand and standardized energy information. Our customers count on us to give them the data they need, so they can focus on their jobs. We believe that good data is the key to changing the way we use energy, and we're proud to be the ones laying down that key.",,160583,2020,Less than $1M,1 - 10,1,10,Lisbon,Lisboa,Portugal,Europe,"Big Data, Data Integration, Data Visualization, Software",https://www.linkedin.com/company/builtrix,https://twitter.com/builtrix,https://www.facebook.com/builtrix/,"- Energy management solution with insights into energy consumption, cost reduction, and efficiency enhancement
- Sustainability and certification solution for gathering energy and carbon data
- Automated data connectors for solar and storage projects
- Scalable platform for building portfolios worldwide
- No hardware installation required
- Compliance with EU and regional data privacy regulations","Carbon emissions reduction organizations, Companies in the commercial sector, Companies seeking to optimize energy efficiency, Companies seeking to reduce carbon emissions, Energy Managers, Energy services providers, ESG consultants, Facility and property managers, Facility Directors, Individuals seeking to monitor energy consumption and production on a global scale, project managers, Sustainability certification organizations, Users of Builtrix Energy Management solution, Users of Builtrix Sustainability & Certification solution",European Data Incubator,01/01/2023,"Energy management solution with insights into energy consumption, cost reduction, and efficiency enhancement
Sustainability and certification solution for gathering energy and carbon data
Automated data connectors for solar and storage projects
Scalable platform for building portfolios worldwide
No hardware installation required
Compliance with EU and regional data privacy regulations"
Calyx Global,calyxglobal.com,https://app.switchpitch.com/startups/594902,https://app.hubspot.com/contacts/20173538/company/31725234433,CleanTech,http://calyxglobal.com,Calyx Global provides rigorous and independent carbon credit ratings to assist businesses in selecting better carbon credits.,Calyx Global provides rigorous and independent carbon credit ratings to assist businesses in selecting better carbon credits.,Angel,0,2021,$1M to $10M,1 - 10,1,10,Leadville,Colorado,United States,North America,Information Services,https://www.linkedin.com/company/calyx-global/,,,"### Company Features:

- Provides GHG ratings for carbon credits
- Aims to arm buyers with information needed to make informed decisions
- Assesses the integrity of greenhouse gas emissions reduction or removal claims for carbon credits
- Protects buyers from financial and reputational risk
- Conducts a three-level process for rating carbon credits
- Uses established peer-reviewed assessment frameworks for rigorous evaluations
- Committed to transparency in methodologies and assessment frameworks
- Works with a global team of experts and partners for detailed evaluations
- Focuses on the contribution of carbon credits to Sustainable Development Goals",,SURGE,03/01/2023,"Company Features:

Provides GHG ratings for carbon credits
Aims to arm buyers with information needed to make informed decisions
Assesses the integrity of greenhouse gas emissions reduction or removal claims for carbon credits
Protects buyers from financial and reputational risk
Conducts a three-level process for rating carbon credits
Uses established peer-reviewed assessment frameworks for rigorous evaluations
Committed to transparency in methodologies and assessment frameworks
Works with a global team of experts and partners for detailed evaluations
Focuses on the contribution of carbon credits to Sustainable Development Goals"
Pionix,pionix.com,https://app.switchpitch.com/startups/608606,https://app.hubspot.com/contacts/20173538/company/31743429130,CleanTech,http://pionix.com,open source software as a service for charging stations / e-mobility,"PIONIX develops EVerest, a fully featured commercial open source SW platform for charging stations. With our open platform, we will provide a broad ecosystem for EV charging that can be easily extended by the open-source community and utilized by any commercial party.

PIONIX as main developer of the EVerest ecosystem offers integration and software update services, cloud operations and productivity & security enhancements as subscriptions.",Seed,6244491,2021,$1M to $10M,11 - 50,11,50,Bruchsal,Baden-Wurttemberg,Germany,Europe,"Electric Vehicle, Energy, Software",https://www.linkedin.com/company/pionix-gmbh,https://twitter.com/PionixDe,https://www.facebook.com/Pionix_GmbH,"- BaseCamp: A subscription-based operating system for EV chargers that provides maintenance and updates. It is built on the open-source software and firmware stack called EVerest.
- EVerest: An open-source software stack designed to standardize and unify EV charging infrastructure. It aims to eliminate pain points such as resource expenditure and innovation hurdles.
- CompassApp: A mobile app that gives users control over their charger management. It is customizable to meet specific needs and is part of PIONIX's ecosystem, along with SummiteerCloud and BelayBox.
- SummiteerCloud: Provides the infrastructure for chargers and data, serving as the communication basis among BaseCamp, the mobile app, and end devices.
- BelayBox: A developer kit that is preconfigured to support the development of EVerest and allow users to start coding immediately.
- Regular Testing and Updates: PIONIX takes care of regular end-to-end testing and software updates for products in the field.
- Security Measures: The company takes steps to ensure the security of EV chargers, although specific details are not provided.
- Community and Partnerships: PIONIX is actively involved in relevant working groups and boards, and has a large network of partners. They also participate in testing events like Testivals with different EVs, including pre-series vehicles.
- Funding and Recognition: PIONIX has received significant funding to accelerate the development of a unified EV eco-system based on open source. They have also received recognition through awards like the Make it matter Award and the Startup of the Year 2022 award.","Auterion, BCG, BMW, ccv, Chargebyte, charging station manufacturers, component developers, Intel, LFE, PHYTEC, Powerdale, Qualcomm, Qwello","Axeleo Capital, Global Brain Corporation, be10x Capital, MobilityFund, Next Mobility Labs, Pale Blue Dot, Peter Mertens, Vireo Ventures, Yabeo Capital",05/22/2023,"BaseCamp: A subscription-based operating system for EV chargers that provides maintenance and updates. It is built on the open-source software and firmware stack called EVerest.
EVerest: An open-source software stack designed to standardize and unify EV charging infrastructure. It aims to eliminate pain points such as resource expenditure and innovation hurdles.
CompassApp: A mobile app that gives users control over their charger management. It is customizable to meet specific needs and is part of PIONIX's ecosystem, along with SummiteerCloud and BelayBox.
SummiteerCloud: Provides the infrastructure for chargers and data, serving as the communication basis among BaseCamp, the mobile app, and end devices.
BelayBox: A developer kit that is preconfigured to support the development of EVerest and allow users to start coding immediately.
Regular Testing and Updates: PIONIX takes care of regular end-to-end testing and software updates for products in the field.
Security Measures: The company takes steps to ensure the security of EV chargers, although specific details are not provided.
Community and Partnerships: PIONIX is actively involved in relevant working groups and boards, and has a large network of partners. They also participate in testing events like Testivals with different EVs, including pre-series vehicles.
Funding and Recognition: PIONIX has received significant funding to accelerate the development of a unified EV eco-system based on open source. They have also received recognition through awards like the Make it matter Award and the Startup of the Year 2022 award."
